"fecha","Buenos Aires","La Matanza","Avellaneda","Lanús","Lomas de Zamora","Quilmes","La Plata","General Pueyrredón","Bahía Blanca"
2021-06-28,1,0,0,0,0,0,0,0,0
2021-06-29,3,0,1,0,0,0,0,0,0
2021-06-30,7,4,1,0,0,0,0,0,0
2021-07-01,5,0,1,0,0,0,0,0,0
2021-07-02,3,0,0,1,0,0,0,0,0
2021-07-03,2,0,0,0,0,0,0,0,0
2021-07-04,3,0,0,1,1,0,0,0,1
2021-07-05,3,1,0,0,0,0,0,0,0
2021-07-06,2,0,1,0,0,0,0,0,0
2021-07-07,2,0,0,0,0,0,0,0,0
